Book ID,Title,Sort Character,Primary Author,Primary Author Role,Secondary Author,Secondary Author Role,Publication,Date,Review,Rating,Comment,Private Comment,Summary,Media,Physical Description,Weight,Height,Thickness,Length,Dimensions,Page Count,LCCN,Acquired,Date Started,Date Read,Barcode,BCID,Tags,Collections,Languages,Original Languages,LC Classification,ISBN,ISBNs,Subjects,Dewey Decimal,Dewey Wording,Other Call Number,Copies,Source,Entry Date,From Where,OCLC,Work id,Lending Patron,Lending Status,Lending Start,Lending End
191917292,Islamic Law: A Very Short Introduction (Very Short Introductions),1,"Baderin, Mashood A.",Author,,,"Oxford University Press (2021), 168 pages",2021,,,,,Islamic Law: A Very Short Introduction (Very Short Introductions) by Mashood A. Baderin (2021),Paperback,,,,,,,,,,,,,,"math, hoopla","eBooks, Must Read",English,English,KBP144,[0199665591],"[0199665591, 9780199665594]",,340.59,Islamic Law > Law > Law > Legal Systems > Social sciences,,1,amazon.com books,2020-11-05,,,25650060,,,,
191917306,The U.S. Supreme Court: A Very Short Introduction (Very Short Introductions),5,"Greenhouse, Linda",Author,,,"Oxford University Press (2020), Edition: 2, 160 pages",2020,,,,,The U.S. Supreme Court: A Very Short Introduction (Very Short Introductions) by Linda Greenhouse (2020),Paperback,6.7 x 4.3 inches,0.27778245012 pounds,4.3 inches,0.5 inches,6.7 inches,4.3 x 6.7 x 0.5 inches,,,,,,,,law,Anti-Library,English,English,KF8742 .G744,[0190079819],"[0190079819, 9780190079819]",,347.7326,Courts And Procedure > Law > North America > Social sciences > The Supreme Court > United States,,1,amazon.com books,2020-11-05,,,12307216,,,,
191917322,African History: A Very Short Introduction,1,"Parker, John",Author,"Rathbone, Richard",Author,"Oxford University Press (2007), Edition: Illustrated, 144 pages",2007,,,,,African History: A Very Short Introduction by John Parker (2007),Paperback,6.8 x 4.2 inches,0.3086471668 pounds,4.2 inches,0.5 inches,6.8 inches,4.2 x 6.8 x 0.5 inches,144 ,,,,,,,history,Anti-Library,English,English,DT20 .P37,[0192802488],"[0192802488, 9780192802484]",Africa > History,960,Africa > Africa > History and Geography,,1,amazon.com books,2020-11-05,,,3155266,,,,
191917347,American Politics: A Very Short Introduction (Very Short Introductions),1,"Valelly, Richard M.",Author,,,"Oxford University Press (2013), Edition: Illustrated, 152 pages",2013,,,,,American Politics: A Very Short Introduction (Very Short Introductions) by Richard M. Valelly (2013),Paperback,6.7 x 4.4 inches,0.30423792156 pounds,4.4 inches,0.5 inches,6.7 inches,4.4 x 6.7 x 0.5 inches,,,,,,,,politics,Anti-Library,English,English,JK275,[0195373855],"[0195373855, 9780195373851]",,320.473,Democracy; Structure and functions of government > North America > Political Science  > Political Science  > Social sciences > United States,,1,amazon.com books,2020-11-05,,,13246607,,,,
191917349,American Political Parties and Elections: A Very Short Introduction (Very Short Introductions),1,"Maisel, L. Sandy",Author,,,"Oxford University Press (2016), Edition: 2, 208 pages",2016,,,,,American Political Parties and Elections: A Very Short Introduction (Very Short Introductions) by L. Sandy Maisel (2016),Paperback,6.8 x 0.5 inches,0.38801358112 pounds,0.5 inches,4.3 inches,6.8 inches,0.5 x 6.8 x 4.3 inches,,,,,,,,politics,Anti-Library,English,English,JK1965 .M34,[019045816X],"[019045816X, 9780190458164]",,324.973,Biography And History > North America > Political Science  > Social sciences > The political process > United States,,1,amazon.com books,2020-11-05,,,4112286,,,,
191917363,Choice Theory: A Very Short Introduction,1,"Allingham, Michael",Author,,,"Oxford University Press (2002), 144 pages",2002,,,,,Choice Theory: A Very Short Introduction by Michael Allingham (2002),Paperback,7.2 x 0.36 inches,0.26675933702 pounds,0.36 inches,4.38 inches,7.2 inches,0.36 x 7.2 x 4.38 inches,144 ,,,,,,,politics,Anti-Library,English,English,HM495 .A448,[0192803034],"[0192803034, 9780192803030]",Rational choice theory,301.01,"Philosophy and theory > Social Sciences > Social sciences > Sociology, Anthropology > Sociology, Anthropology",,1,amazon.com books,2020-11-05,,,163759,,,,
191917375,Citizenship: A Very Short Introduction,1,"Bellamy, Richard",Author,,,"Oxford University Press (2008), Edition: Illustrated, 152 pages",2008,,,,,Citizenship: A Very Short Introduction by Richard Bellamy (2008),Paperback,6.8 x 4.4 inches,0.26235009178 pounds,4.4 inches,0.4 inches,6.8 inches,4.4 x 6.8 x 0.4 inches,144 ,,,,,,,politics,Anti-Library,English,English,JF801 .B454,[0192802534],"[0192802534, 9780192802538]",,323.6,Citizenship > Civil and political rights > Political Science  > Social sciences,,1,amazon.com books,2020-11-05,,,6500405,,,,
191917384,City Planning: A Very Short Introduction (Very Short Introductions),1,"Abbott, Carl",Author,,,"Oxford University Press (2020), Edition: Illustrated, 168 pages",2020,,,,,City Planning: A Very Short Introduction (Very Short Introductions) by Carl Abbott (2020),Paperback,6.7 x 4.4 inches,,4.4 inches,0.5 inches,6.7 inches,4.4 x 6.7 x 0.5 inches,,,,,,,,design,Anti-Library,English,English,HT166 .A183,[019094434X],"[019094434X, 9780190944346]",,307.1216,Communities > Planning > Planning & Development > Social Sciences > Social sciences > Specific kinds of communites > Urban communities,,1,amazon.com books,2020-11-05,,,25185043,,,,
191917406,Critical Theory: A Very Short Introduction by Stephen Eric Bronner (2011-03-18),1,,,,,Oxford University Press (1771),1771,,,,,Critical Theory: A Very Short Introduction by Stephen Eric Bronner (2011-03-18) (1771),Paperback,,,,,,,,,,,,,,philosophy,Anti-Library,,,,,,,,,,1,amazon.com books,2020-11-05,,,25650074,,,,
191917435,Indian Cinema: A Very Short Introduction (Very Short Introductions),1,"Rajadhyaksha, Ashish",Author,,,"Oxford University Press (2016), Edition: Illustrated, 144 pages",2016,,,,,Indian Cinema: A Very Short Introduction (Very Short Introductions) by Ashish Rajadhyaksha (2016),Paperback,6.8 x 0.4 inches,0.27337320488 pounds,0.4 inches,4.3 inches,6.8 inches,0.4 x 6.8 x 4.3 inches,,,,,,,,"entertainment, southasia",Anti-Library,English,English,PN1993.I8,[0198723091],"[0198723091, 9780198723097]",,791.430954,"Asia > Film > Film, Radio, and Television > History, geographic treatment, biography > Public performances > Recreational and performing arts > The arts",,1,amazon.com books,2020-11-05,,,18786136,,,,
191917454,Muhammad: A Very Short Introduction,1,"Brown, Jonathan A.C.",Author,,,"Oxford University Press (2011), Edition: Illustrated, 160 pages",2011,,,,,Muhammad: A Very Short Introduction by Jonathan A.C. Brown (2011),Paperback,6.8 x 4.4 inches,0.28219169536 pounds,4.4 inches,0.5 inches,6.8 inches,4.4 x 6.8 x 0.5 inches,144 ,,,,,,,religion,Anti-Library,English,English,BP75 .B66,[0199559287],"[0199559287, 9780199559282]",,297.63,"Islam, Babism, Bahai Faith > Islamic Leaders and Structures > Other Religions > Religions > The Prophet Muhammad",,1,amazon.com books,2020-11-05,,,10548205,,,,
191917483,The Koran: A Very Short Introduction,5,"Cook, Michael",Author,,,"Oxford University Press (2000), Edition: 1st, 176 pages",2000,,,,,The Koran: A Very Short Introduction by Michael Cook (2000),Paperback,7 x 0.46 inches,0.30203329894 pounds,0.46 inches,4.49 inches,7 inches,0.46 x 7 x 4.49 inches,164 ,,,,,,,religion,Anti-Library,English,English,BP130 .C66,[0192853449],"[0192853449, 9780192853448]","Koran > Criticism, interpretation, etc|Koran > Introductions|Koran. > Introductions",297.12261,"Interpretation > Islam, Babism, Bahai Faith > Koran > Other Religions > Religions > Sacred Books and Scriptures > Textual Sources",,1,amazon.com books,2020-11-05,,,164625,,,,
191917489,The Meaning of Life: A Very Short Introduction,5,"Eagleton, Terry",Author,,,"Oxford University Press (2008), Edition: 1, 128 pages",2008,,,,,The Meaning of Life: A Very Short Introduction by Terry Eagleton (2008),Paperback,6.7 x 4.2 inches,0.25573622392 pounds,4.2 inches,0.5 inches,6.7 inches,4.2 x 6.7 x 0.5 inches,144 ,,,,,,,philosophy,Anti-Library,English,English,BD431 .E14,[0199532176],"[0199532176, 9780199532179]",Life|Meaning (Philosophy),128,Philosophy Of Humanity > Philosophy and Psychology > The Human Condition,,1,amazon.com books,2020-11-05,,,2579154,,,,
191917507,Typography: A Very Short Introduction (Very Short Introductions),1,"Luna, Paul",Author,,,"Oxford University Press (2019), 176 pages",2019,,,,,Typography: A Very Short Introduction (Very Short Introductions) by Paul Luna (2019),Paperback,6.8 x 0.4 inches,0.30423792156 pounds,0.4 inches,4.3 inches,6.8 inches,0.4 x 6.8 x 4.3 inches,,,,,,,,design,Anti-Library,English,English,Z250.A3 L8,[0199211299],"[0199211299, 9780199211296]",,686.22,"Books: Binding, Design, Printing > Manufacture of products for specific uses > Printing > Technology and Application of Knowledge > Typography",,1,amazon.com books,2020-11-05,,,22557668,,,,
191917520,African Politics: A Very Short Introduction (Very Short Introductions),1,"Taylor, Ian",Author,,,"Oxford University Press (2018), Edition: Illustrated, 168 pages",2018,,,,,African Politics: A Very Short Introduction (Very Short Introductions) by Ian Taylor (2018),Paperback,6.7 x 4.4 inches,0.29541943108 pounds,4.4 inches,0.5 inches,6.7 inches,4.4 x 6.7 x 0.5 inches,,,,,,,,"politics, world",Anti-Library,English,English,JQ1875.A7,[0198806574],"[0198806574, 9780198806578]",,320.96,Africa > Political Science  > Political Science  > Political situation and conditions > Social sciences,,1,amazon.com books,2020-11-05,,,21790119,,,,
191917558,Home: A Very Short Introduction (Very Short Introductions),1,"Fox, Michael Allen",Author,,,"Oxford University Press (2017), Edition: Illustrated, 144 pages",2017,,,,,Home: A Very Short Introduction (Very Short Introductions) by Michael Allen Fox (2017),Paperback,6.7 x 4.4 inches,0.2866009406 pounds,4.4 inches,0.5 inches,6.7 inches,4.4 x 6.7 x 0.5 inches,,,,,,,,philosophy,Anti-Library,English,English,HQ503,[0198747233],"[0198747233, 9780198747239]",,306.4,Culture and Institutions > Social Sciences > Social sciences > Specific aspects of culture,,1,amazon.com books,2020-11-05,,,19240239,,,,
191917585,Montaigne: A Very Short Introduction,1,"Hamlin, William M.",Author,,,"Oxford University Press (2020), Edition: 1, 168 pages",2020,,,,,Montaigne: A Very Short Introduction by William M. Hamlin (2020),Paperback,6.7 x 4.3 inches,0.28219169536 pounds,4.3 inches,0.5 inches,6.7 inches,4.3 x 6.7 x 0.5 inches,,,,,,,,philosophy,Anti-Library,English,English,PQ1643 .H26,[0190848774],"[0190848774, 9780190848774]",,844.3,French > French essays > Literature > Renaissance 1500–1600,,1,amazon.com books,2020-11-05,,,25650106,,,,
191917611,The Beach Boys' Pet Sounds (33 1/3),5,"Fusilli, Jim",Author,,,"Continuum (2005), 128 pages",2005,,,,,The Beach Boys' Pet Sounds (33 1/3) by Jim Fusilli (2005),Paperback,6.59 inches,0.27 pounds,6.59 inches,0.3499993 inches,4.8200691 inches,6.59 x 4.8200691 x 0.3499993 inches,128 ,,,,,,,entertainment,Anti-Library,English,English,ML421.B38 F87,[0826416705],"[0826416705, 9780826416704]",Beach Boys|Beach Boys. Pet sounds,782.421660922,"Biography > Collected biography > General principles and musical forms > History, geographic treatment, biography > Music > Rock songs > Secular Forms of vocal music > Secular songs > Song genres > The arts > Vocal music",,1,amazon.com books,2020-11-05,,,1495341,,,,
191917616,DJ Shadow's Endtroducing... (33 1/3),1,"Wilder, Eliot",Author,,,"Continuum (2005), Edition: 1, 112 pages",2005,,,,,DJ Shadow's Endtroducing... (33 1/3) by Eliot Wilder (2005),Paperback,6.57 inches,0.25 pounds,6.57 inches,0.35 inches,4.8098329 inches,6.57 x 4.8098329 x 0.35 inches,112 ,,,,,,,entertainment,Anti-Library,English,English,ML429.D55 W55,[0826416829],"[0826416829, 9780826416827]",DJ Shadow > Interviews|DJ Shadow. Endtroducing|Disc jockeys > United States > Biography|Turntablism,782.42164,General principles and musical forms > Music > Secular Forms of vocal music > Secular songs > Song genres > The arts > Vocal music > Western popular songs,,1,amazon.com books,2020-11-05,,,390269,,,,
191917633,Stevie Wonder's Songs in the Key of Life (33 1/3),1,"Lundy, Zeth",Author,,,"Continuum (2007), Edition: 1, 151 pages",2007,,,,,Stevie Wonder's Songs in the Key of Life (33 1/3) by Zeth Lundy (2007),Paperback,6.62 inches,0.3 pounds,6.6200655 inches,0.4098417 inches,5 inches,6.6200655 x 5 x 0.4098417 inches,160 ,,,,,,,entertainment,Anti-Library,English,English,ML410.W836 .L863,[0826419267],"[0826419267, 9780826419262]",,782.421644092,General principles and musical forms > Motown > Music > Secular Forms of vocal music > Secular songs > Song genres > The arts > Vocal music > Western popular songs,,1,amazon.com books,2020-11-05,,,3381393,,,,
191917655,Nas' Illmatic (33 1/3 series),1,"Gasteier, Matthew",Author,,,"Continuum (2009), 128 pages",2009,,,,,Nas' Illmatic (33 1/3 series) by Matthew Gasteier (2009),Paperback,6.54 inches,0.3 pounds,6.54 inches,0.3850386 inches,4.82 inches,6.54 x 4.82 x 0.3850386 inches,128 ,,,,,,,entertainment,Anti-Library,English,English,ML420.N344 G37,[0826429076],"[0826429076, 9780826429070]",,782.421649092,General principles and musical forms > Music > Rap > Secular Forms of vocal music > Secular songs > Song genres > The arts > Vocal music > Western popular songs,,1,amazon.com books,2020-11-05,,,8387494,,,,
191917671,Liz Phair's Exile in Guyville (33 1/3),1,"Arnold, Gina",Author,,,"Bloomsbury Academic (2014), 136 pages",2014,,,,,Liz Phair's Exile in Guyville (33 1/3) by Gina Arnold (2014),Paperback,6.49 inches,0.29101018584 pounds,6.49 inches,0.41 inches,4.74 inches,6.49 x 4.74 x 0.41 inches,144 ,,,,,,,entertainment,Anti-Library,English,English,ML420.P4873 A85,[1441162577],"[1441162577, 9781441162571]",,782.42166092,"Biography > General principles and musical forms > History, geographic treatment, biography > Music > Rock songs > Secular Forms of vocal music > Secular songs > Song genres > The arts > Vocal music",,1,amazon.com books,2020-11-05,,,15046078,,,,
191917684,Koji Kondo's Super Mario Bros. Soundtrack (33 1/3),1,"Schartmann, Andrew",Author,,,"Bloomsbury Academic (2015), Edition: Illustrated, 168 pages",2015,,,,,Koji Kondo's Super Mario Bros. Soundtrack (33 1/3) by Andrew Schartmann (2015),Paperback,6.55 inches,0.35935348706 pounds,6.5499869 inches,0.4051173 inches,4.6700694 inches,6.5499869 x 4.6700694 x 0.4051173 inches,,,,,,,,entertainment,Anti-Library,English,English,ML410.K735355 S33,[1628928530],"[1628928530, 9781628928532]",,781.5,General principles and musical forms > Kinds of music > Music > The arts,,1,amazon.com books,2020-11-05,,,15900234,,,,
191917689,Miles Davis' Bitches Brew (33 1/3),1,"Grella, George",Author,,,"Bloomsbury Academic (2015), Edition: Annotated, 144 pages",2015,,,,,Miles Davis' Bitches Brew (33 1/3) by George Grella (2015),Paperback,6.55 inches,0.32187490252 pounds,6.5499869 inches,0.3799205 inches,4.6700694 inches,6.5499869 x 4.6700694 x 0.3799205 inches,,,,,,,,entertainment,Anti-Library,English,English,ML419.D39 G74,[162892943X],"[162892943X, 9781628929430]",,785.065,Ensembles with only one instrument per part {chamber music} [formerly: Instrumental ensembles] > Music > The arts,,1,amazon.com books,2020-11-05,,,16644068,,,,
191918084,It Was All a Lie: How the Republican Party Became Donald Trump,1,"Stevens, Stuart",Author,,,"Knopf (2020), 256 pages",2020,,,,,It Was All a Lie: How the Republican Party Became Donald Trump by Stuart Stevens (2020),Hardcover,8.6 inches,0.00220462262 pounds,8.6 inches,1 inch,5.8 inches,8.6 x 5.8 x 1 inches,,,,,,,,politics,Anti-Library,English,English,JK2356,[0525658459],"[0525658459, 9780525658450]",,324.2734,North America > Political Science  > Political parties > Social sciences > The political process > United States,,1,amazon.com books,2020-11-05,,,24831688,,,,
191918092,How the Right Lost Its Mind,1,"Sykes, Charles J.",Author,,,"St. Martin's Griffin (2018), Edition: Reprint, 304 pages",2018,,,,,How the Right Lost Its Mind by Charles J. Sykes (2018),Paperback,8.19 inches,0.5732018812 pounds,8.19 inches,0.8 inches,5.5598314 inches,8.19 x 5.5598314 x 0.8 inches,,,,,,,,politics,Anti-Library,English,English,JC573.U6 S95,[1250199530],"[1250199530, 9781250199539]",,320.520973,Biography And History > Conservatism > North America > Political Science  > Political Science  > Political ideologies > Social sciences > United States,,1,amazon.com books,2020-11-05,,,19755636,,,,
191928553,"On Writing Well, 30th Anniversary Edition: The Classic Guide to Writing Nonfiction",1,"Zinsser, William",Author,,,"Harper Perennial (2006), Edition: 30th Anniversary ed., 336 pages",2006,,,,,"On Writing Well, 30th Anniversary Edition: The Classic Guide to Writing Nonfiction by William Zinsser (2006)",Paperback,8 inches,0.55 pounds,8 inches,5.31 inches,0.76 inches,8 x 0.76 x 5.31 inches,336 ,,,,,,,writing,Anti-Library,English,English,PE1429 .Z5,[9780060891541],"[9780060891541, 0060891548]",English language > Rhetoric|Exposition (Rhetoric)|Prose literature > Technique|Report writing|Writing,808.042,By Topic > English > Handbooks for writers > Literature > Rhetoric and anthologies > Rhetoric and anthologies,,1,amazon.com books,2020-11-06,,,3542,,,,
191928562,The Time Paradox: The New Psychology of Time That Will Change Your Life,5,"Zimbardo, Philip",Author,"Boyd Ph.D., John",Author,"Atria Books (2009), Edition: Illustrated, 400 pages",2009,,,,,The Time Paradox: The New Psychology of Time That Will Change Your Life by Philip Zimbardo (2009),Paperback,8.44 inches,0.85 pounds,8.4375 inches,1.2 inches,5.5 inches,8.4375 x 5.5 x 1.2 inches,400 ,,,,,,,science,Anti-Library,English,English,BF468 .Z56,[1416541993],"[1416541993, 9781416541998]",,153.753,By Type > Cognition And Memory > Of Time > Perception > Philosophy and Psychology > Psychology,,1,amazon.com books,2020-11-06,,,5640124,,,,
191928574,Life 3.0: Being Human in the Age of Artificial Intelligence,1,"Tegmark, Max",Author,,,"Vintage (2018), Edition: Illustrated, 384 pages",2018,,,,,Life 3.0: Being Human in the Age of Artificial Intelligence by Max Tegmark (2018),Paperback,9.19 inches,1.05 pounds,9.19 inches,0.79 inches,6.1 inches,9.19 x 6.1 x 0.79 inches,,,,,,,,computers,Anti-Library,English,English,Q334 .T44,[1101970316],"[1101970316, 9781101970317]",,006.301,Artificial Intelligence > Computing and Information > Information > Special Topics,,1,amazon.com books,2020-11-06,,,19961163,,,,
191928614,"Cows, Pigs, Wars, and Witches: The Riddles of Culture",1,"Harris, Marvin",Author,,,"Vintage (1989), Edition: Reissue, 288 pages",1989,,,,,"Cows, Pigs, Wars, and Witches: The Riddles of Culture by Marvin Harris (1989)",Paperback,7.98 inches,0.4739938633 pounds,7.98 inches,0.6 inches,5.18 inches,7.98 x 5.18 x 0.6 inches,288 ,,,,,,,religion,Anti-Library,English,English,GN320 .H328,[0679724680],"[0679724680, 9780679724681]",Ethnology > Miscellanea|Witchcraft|witchcraft,392,"Customs, Etiquette, Folklore > Family, Courtship, Marriage and Sex > Social sciences",,1,amazon.com books,2020-11-06,,,45481,,,,
191928639,"The Willpower Instinct: How Self-Control Works, Why It Matters, and What You Can Do to Get More of It",5,"McGonigal, Kelly",Author,,,"Avery (2013), Edition: Illustrated, 288 pages",2013,,,,,"The Willpower Instinct: How Self-Control Works, Why It Matters, and What You Can Do to Get More of It by Kelly McGonigal (2013)",Paperback,9 inches,0.63 pounds,9 inches,0.71 inches,6 inches,9 x 6 x 0.71 inches,,,,,,,,selfhelp,"Recommended By Friends, Anti-Library",English,English,BF632 .M363,[1583335080],"[1583335080, 9781583335086]",,153.8,Cognition And Memory > Decision Making And Persuasion > Philosophy and Psychology > Psychology,,1,amazon.com books,2020-11-06,,,11767481,,,,
191928651,The Wisdom of Crowds,5,"Surowiecki, James",Author,,,"Anchor (2005), Edition: Reprint, 336 pages",2005,,,,,The Wisdom of Crowds by James Surowiecki (2005),Paperback,7.99 inches,0.56 pounds,7.99 inches,0.72 inches,5.14 inches,7.99 x 5.14 x 0.72 inches,336 ,,,,,,,thinking,Anti-Library,English,English,JC328 .S87,[0385721706],"[0385721706, 9780385721707]",Common good|Consensus (Social Sciences)|Consensus (Social sciences)|Group decision making,303.38,Coordination and control ; Power > Public opinion > Social Processes > Social Sciences > Social sciences,,1,amazon.com books,2020-11-06,,,17697,,,,
191928657,"Paradox of Choice, The",1,"Schwartz, Barry",Author,,,"EccoPress (2016), Edition: Revised ed., 304 pages",2016,,,,,"Paradox of Choice, The by Barry Schwartz (2016)",Paperback,8 inches,0.49824471212 pounds,8 inches,0.76 inches,5.31 inches,8 x 5.31 x 0.76 inches,,,,,,,,thinking,Anti-Library,English,English,BF611 .S38,[0062449923],"[0062449923, 9780062449924]",Choice (Psychology)|Decision Making|Decision making|decision making,302,Social Interaction > Social Sciences > Social sciences,,1,amazon.com books,2020-11-06,,,43036,,,,
191928667,The Consolations of Philosophy,5,"De Botton, Alain",Author,,,"Vintage (2001), Edition: Illustrated, 272 pages",2001,,,,,The Consolations of Philosophy by Alain De Botton (2001),Paperback,8 inches,0.6 pounds,8 inches,0.56 inches,5.14 inches,8 x 5.14 x 0.56 inches,272 ,,,,,,,philosophy,Anti-Library,English,English,BJ1595 .D43,[0679779175],"[0679779175, 9780679779179]",Philosophical counseling|Philosophical counselling|Philosophy|philosophy,101,Philosophy > Philosophy and Psychology > Theory and methods; Schools of thought,,1,amazon.com books,2020-11-06,,,2926,,,,
191928678,The Story of Philosophy: The Lives and Opinions of the World's Greatest Philosophers,5,"Durant, Will",Author,,,"Pocket Books (1991), Edition: 2nd edition, 528 pages",1991,,,,,The Story of Philosophy: The Lives and Opinions of the World's Greatest Philosophers by Will Durant (1991),Paperback,6.75 inches,0.66579603124 pounds,6.75 inches,1.2 inches,4.1875 inches,6.75 x 4.1875 x 1.2 inches,528 ,,,,,,,"philosophy, history",Anti-Library,English,English,B72,[0671739166],"[0671739166, 9780671739164]",Philosophers|Philosophers. [from old catalog]|Philosophy|Philosophy > History|Philosophy > history|philosophers|philosophy,109,Historical and collected persons treatment of philosophy > Philosophy > Philosophy and Psychology,,1,amazon.com books,2020-11-06,,,23403,,,,
191928681,Steal Like an Artist: 10 Things Nobody Told You About Being Creative,1,"Kleon, Austin",Author,,,"Workman Publishing (2012), Edition: Illustrated, 160 pages",2012,,,,,Steal Like an Artist: 10 Things Nobody Told You About Being Creative by Austin Kleon (2012),Paperback,6.06 inches,0.55 pounds,6.06 inches,0.56 inches,6 inches,6.06 x 6 x 0.56 inches,,,,,,,,creativity,"Recommended By Friends, Anti-Library",English,English,BF408 .K55,[9780761169253],"[9780761169253, 0761169253]",,153.3,Cognition And Memory > Creativity And Visualization > Philosophy and Psychology > Psychology,,1,amazon.com books,2020-11-06,,,12298906,,,,
191928689,Smartcuts: The Breakthrough Power of Lateral Thinking,1,"Snow, Shane",Author,,,"Harper Business (2016), Edition: Reprint, 272 pages",2016,,,,,Smartcuts: The Breakthrough Power of Lateral Thinking by Shane Snow (2016),Paperback,8 inches,0.46076612758 pounds,8 inches,0.612613 inches,5.3125 inches,8 x 5.3125 x 0.612613 inches,,,,,,,,thinking,Anti-Library,English,English,HC110.T4 S66,[0062560751],"[0062560751, 9780062560759]",,650.1,Business > Management and auxiliary services > Personal success in business > Technology and Application of Knowledge,,1,amazon.com books,2020-11-06,,,15187291,,,,
191928702,Mastery: The Keys to Success and Long-Term Fulfillment,1,"Leonard, George",Author,,,"Plume (1992), Edition: Illustrated, 176 pages",1992,,,,,Mastery: The Keys to Success and Long-Term Fulfillment by George Leonard (1992),Paperback,6.99 inches,0.29 pounds,6.99 inches,0.5 inches,4.98 inches,6.99 x 4.98 x 0.5 inches,192 ,,,,,,,thinking,Anti-Library,English,English,BF637.S8,[0452267560],"[0452267560, 9780452267565]",Self-realization|Success > Psychological aspects,158.1,Applied Psychology > Personal improvement and analysis > Philosophy and Psychology > Psychology,,1,amazon.com books,2020-11-06,,,125486,,,,
191928707,Moonwalking with Einstein: The Art and Science of Remembering Everything,1,"Foer, Joshua",Author,,,"Penguin Books (2012), Edition: Reprint, 307 pages",2012,,,,,Moonwalking with Einstein: The Art and Science of Remembering Everything by Joshua Foer (2012),Paperback,8.4 inches,0.7 pounds,8.4 inches,5.4 inches,0.9 inches,8.4 x 0.9 x 5.4 inches,,,,,,,,"bio, science",Anti-Library,English,English,BF385 .F64,[0143120530],"[0143120530, 9780143120537]",,153.14,"Cognition And Memory > Learning, Memory, And Motivation > Memory Improvement > Philosophy and Psychology > Psychology",,1,amazon.com books,2020-11-06,,,10443925,,,,
191928710,Mindset: The New Psychology of Success,1,"Dweck, Carol S.",Author,,,"Ballantine Books (2007), Edition: Illustrated, 320 pages",2007,,,,,Mindset: The New Psychology of Success by Carol S. Dweck (2007),Paperback,7.92 inches,0.48060773116 pounds,7.92 inches,0.7 inches,5.14 inches,7.92 x 5.14 x 0.7 inches,288 ,,,,,,,thinking,Anti-Library,English,English,BF773 .D85,[0345472322],"[0345472322, 9780345472328]",Belief and doubt|Success > Psychological aspects,153.8,Cognition And Memory > Decision Making And Persuasion > Philosophy and Psychology > Psychology,,1,amazon.com books,2020-11-06,,,738839,,,,
191928721,The Geography of Bliss: One Grump's Search for the Happiest Places in the World,5,"Weiner, Eric",Author,,,"Twelve (2009), Edition: Reprint, 345 pages",2009,,,,,The Geography of Bliss: One Grump's Search for the Happiest Places in the World by Eric Weiner (2009),Paperback,8 inches,0.65 pounds,8 inches,0.875 inches,5.25 inches,8 x 5.25 x 0.875 inches,368 ,,,,,,,"science, world",Anti-Library,English,English,G465 .W435,[044669889X],"[044669889X, 9780446698894]",Large type books|Voyages and travels|voyages and travels,910.4,Accounts of travel and facilities for travellers > Geography and Travel > Geography and Travel > History and Geography,,1,amazon.com books,2020-11-06,,,3930263,,,,
191928792,Hope's Boy,1,"Bridge, Andrew",Author,,,"Hachette Books (2009), Edition: Illustrated, 336 pages",2009,,,,,Hope's Boy by Andrew Bridge (2009),Paperback,8 inches,0.59083886216 pounds,8 inches,0.875 inches,5.25 inches,8 x 5.25 x 0.875 inches,336 ,,,,,,,badchildhood,Anti-Library,English,English,HV883.C2 B75,[1401309747],"[1401309747, 9781401309749]",,362.733092,Adoption > Child welfare > Social problems and services; associations > Social problems of & services to groups of people > Social sciences,,1,amazon.com books,2020-11-06,,,4655195,,,,
191929181,"The Improbability Principle: Why Coincidences, Miracles, and Rare Events Happen Every Day",5,"Hand, David J.",Author,,,"Scientific American / Farrar, Straus and Giroux (2015), Edition: Reprint, 288 pages",2015,,,,,"The Improbability Principle: Why Coincidences, Miracles, and Rare Events Happen Every Day by David J. Hand (2015)",Paperback,8.29 inches,0.5 pounds,8.29 inches,0.8 inches,5.46 inches,8.29 x 5.46 x 0.8 inches,,,,,,,,math,Anti-Library,,English,QA273 .H3545,[0374535000],"[0374535000, 9780374535001]",,519.2,"Applied Mathematics, Probabilities > Mathematics > Natural sciences and mathematics > Probabilities",,1,amazon.com books,2020-11-06,,,14683117,,,,
191929194,The Kid: The Immortal Life of Ted Williams,5,"Bradlee Jr., Ben",Author,,,"Little, Brown and Company (2013), 807 pages",2013,,,,,The Kid: The Immortal Life of Ted Williams by Ben Bradlee Jr. (2013),Ebook,,,,,,,,,,,,,,"bio, baseball",Anti-Library,English,English,GV865.W5 B73,,,,796.357092,Athletic and outdoor sports and games > Ball and stick sports > Ball sports > Baseball > Biography > Biography And History > Recreational and performing arts > The arts,,1,amazon.com books,2020-11-06,,,14515239,,,,
191929247,Hollywood Crows: A Novel,1,"Wambaugh, Joseph",Author,,,"Little, Brown and Company (2008), Edition: 1, 364 pages",2008,,,,,Hollywood Crows: A Novel by Joseph Wambaugh (2008),Ebook,,,,,,,,,,,,,,fiction,Anti-Library,English,English,PS3573.A475 H648,,,"Hollywood (Los Angeles, Calif.) > Fiction|Mystery fiction|Police > Los Angeles > Fiction",813.54,1945-1999 > 20th Century > American fiction > English (North America) > Literature,,1,amazon.com books,2020-11-06,,,4790098,,,,
